datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_4,temperature_2m,relative_humidity_2m,wind_speed_10m,hour,day_of_week,month,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,lag_1h,lag_2h,lag_3h,lag_24h,lag_48h,lag_168h,rolling_mean_3h,rolling_mean_6h,rolling_mean_24h,rolling_std_24h,heating_degree_c,cooling_degree_c,temperature_lag_24h,temperature_roll_24h
2006-12-23 17:00:00,5.452533333333333,0.2159666666666666,233.64416666666665,23.36,16.183333333333334,0.6666666666666666,16.75,57.27555555555556,4.0,84,14.2,17,5,12,1,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,4.349100000000001,4.0491,3.757966666666667,1.4968,1.7526333333333333,4.222888888888889,4.0520555555555555,3.6083777777777777,2.9348902777777783,0.9901868579075691,14.0,0.0,5.6,1.7375
2006-12-23 18:00:00,3.8794,0.0997666666666666,238.0005,16.363333333333333,0.0,0.0166666666666666,17.35,47.29,3.7,86,10.5,18,5,12,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,5.452533333333333,4.349100000000001,4.0491,2.6869666666666663,2.4433,3.6322,4.616911111111111,3.9906333333333337,3.0997125000000003,1.0666738318514997,14.3,0.0,4.5,1.6708333333333332
2006-12-23 19:00:00,4.1178333333333335,0.2053333333333333,238.72933333333333,17.3,0.0,0.6,17.466666666666665,50.56388888888888,3.6,87,9.0,19,5,12,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,3.8794,5.452533333333333,4.349100000000001,3.9381666666666666,2.1971333333333334,3.400233333333333,4.560344444444445,4.149066666666667,3.149397222222222,1.0743561917966733,14.4,0.0,3.7,1.6375
2006-12-23 20:00:00,4.1814,0.1247666666666666,238.51883333333333,17.596666666666668,0.0,0.35,17.416666666666668,51.92333333333333,3.3,89,8.4,20,5,12,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,4.1178333333333335,3.8794,5.452533333333333,3.5360666666666662,2.4373666666666667,3.2685666666666666,4.483255555555556,4.267655555555556,3.156883333333333,1.0806985357262084,14.7,0.0,3.0,1.633333333333333
2006-12-23 21:00:00,3.2884333333333333,0.2357666666666666,238.59466666666668,13.893333333333334,0.0,0.2166666666666666,5.666666666666667,48.92388888888889,2.6,92,5.7,21,5,12,1,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,4.1814,4.1178333333333335,3.8794,4.548666666666667,0.9822666666666666,3.0564666666666667,4.059544444444445,4.338227777777778,3.1837722222222222,1.0984260791554241,15.4,0.0,2.8,1.6458333333333333
2006-12-23 22:00:00,4.327933333333333,0.2890333333333333,238.1903333333333,18.31,14.433333333333334,0.5,0.0,57.19888888888889,2.3,93,4.7,22,5,12,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,3.2884333333333333,4.1814,4.1178333333333335,3.0650666666666666,0.2802666666666666,2.200133333333333,3.8625555555555557,4.21145,3.1312625,1.0597838004069844,15.7,0.0,2.4,1.6375
2006-12-23 23:00:00,5.562466666666666,0.1280666666666666,239.87150000000003,23.3,12.6,0.0333333333333333,15.666666666666666,64.40777777777778,1.9,95,4.7,23,5,12,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,4.327933333333333,3.2884333333333333,4.1814,2.4192,0.2704333333333333,2.0616,3.9325888888888887,4.207922222222222,3.183881944444444,1.0873471313948342,16.1,0.0,2.0,1.6333333333333335
2006-12-24 00:00:00,4.0280000000000005,0.0906666666666666,239.11266666666668,17.08,0.0,0.5,17.533333333333335,49.1,1.4,96,5.8,0,6,12,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,5.562466666666666,4.327933333333333,3.2884333333333333,1.6982333333333333,0.2669333333333333,1.8824666666666665,4.392944444444444,4.226244444444444,3.3148513888888886,1.1768547239785554,16.6,0.0,1.6,1.6291666666666667
2006-12-24 01:00:00,3.2757,0.0517666666666666,237.61066666666665,14.016666666666667,7.283333333333333,0.0333333333333333,17.3,29.97833333333333,1.0,97,6.9,1,6,12,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,4.0280000000000005,5.562466666666666,4.327933333333333,1.7228,0.272,3.3494,4.639466666666666,4.2510111111111115,3.411925,1.132977418165279,17.0,0.0,1.3,1.6208333333333333
2006-12-24 02:00:00,2.303033333333333,0.1037333333333333,244.43266666666665,10.066666666666666,7.683333333333334,0.3666666666666666,3.6666666666666665,26.66722222222222,0.8,98,7.0,2,6,12,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,3.2757,4.0280000000000005,5.562466666666666,1.7007666666666663,0.2676333333333333,1.5872666666666668,4.288722222222222,4.110655555555555,3.4766291666666667,1.07518663650327,17.2,0.0,0.9,1.6083333333333334
2006-12-24 03:00:00,1.606766666666667,0.0719,246.862,7.346666666666667,0.0,0.15,0.0,26.629444444444445,0.4,97,7.0,3,6,12,1,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,2.303033333333333,3.2757,4.0280000000000005,1.7715333333333334,0.2738666666666666,1.6622,3.2022444444444447,3.797594444444444,3.5017236111111107,1.038333342428136,17.6,0.0,0.5,1.6041666666666667
2006-12-24 04:00:00,1.5761,0.0679,245.86616666666663,7.266666666666667,0.0,0.05,0.0,26.21833333333333,0.3,97,8.2,4,6,12,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1.606766666666667,2.303033333333333,3.2757,1.8916,0.2642666666666666,2.2157666666666667,2.395166666666667,3.5173166666666664,3.494858333333333,1.0507410065406624,17.7,0.0,0.2,1.5999999999999999
2006-12-24 05:00:00,1.6319,0.1084666666666666,245.83566666666667,7.533333333333333,0.0,0.4666666666666667,0.0,26.73166666666667,0.3,97,7.7,5,6,12,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,1.5761,1.606766666666667,2.303033333333333,2.2291000000000003,0.8068333333333334,1.9967333333333332,1.8286333333333333,3.0586777777777776,3.4817125,1.0734007718850078,17.7,0.0,-0.0,1.6041666666666667
2006-12-24 06:00:00,1.8952,0.0506666666666666,245.5908333333333,8.446666666666667,0.0,0.0,0.0,31.586666666666662,0.2,98,7.4,6,6,12,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.6319,1.5761,1.606766666666667,1.6493666666666666,0.4796333333333333,1.3033,1.6049222222222224,2.403583333333333,3.4568291666666666,1.1099992141840138,17.8,0.0,-0.2,1.6166666666666665
2006-12-24 07:00:00,1.4764000000000002,0.0996666666666666,242.79533333333333,6.97,0.0,0.5166666666666667,0.0,24.09,0.4,97,7.4,7,6,12,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,1.8952,1.6319,1.5761,4.023366666666666,1.7231999999999998,1.6200333333333332,1.7010666666666665,2.0481166666666666,3.4670722222222223,1.093608044343942,17.6,0.0,-0.4,1.6333333333333335
2006-12-24 08:00:00,1.4277666666666666,0.0522666666666666,241.69866666666667,6.596666666666667,0.0,0.0,0.0,23.79611111111111,0.4,97,6.9,8,6,12,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,1.4764000000000002,1.8952,1.6319,4.190833333333333,2.7444,1.8905666666666667,1.6678333333333333,1.7482333333333333,3.360948611111111,1.1589073910631456,17.6,0.0,-0.5,1.6666666666666667
2006-12-24 09:00:00,2.7256666666666667,0.0939,239.8898333333333,11.81,0.0,0.3833333333333333,14.383333333333333,30.66111111111111,1.2,96,6.9,9,6,12,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,1.4277666666666666,1.4764000000000002,1.8952,3.2464,1.8963,2.5490666666666666,1.599788888888889,1.6023555555555558,3.2458208333333336,1.2090402930920234,16.8,0.0,-0.8,1.7041666666666666
2006-12-24 10:00:00,2.6753333333333336,0.1063,236.69816666666665,11.376666666666669,0.0,8.666666666666666,17.166666666666668,18.755555555555556,1.0,97,8.0,10,6,12,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,2.7256666666666667,1.4277666666666666,1.4764000000000002,2.972166666666667,1.3449666666666669,3.6289,1.8766111111111112,1.788838888888889,3.2241236111111107,1.2136929891178136,17.0,0.0,-0.8,1.7874999999999999
2006-12-24 11:00:00,2.0929333333333333,0.1155333333333333,237.66816666666668,8.813333333333333,0.0,1.5666666666666669,17.3,16.015555555555554,1.3,94,7.6,11,6,12,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,2.6753333333333336,2.7256666666666667,1.4277666666666666,3.159,1.2525666666666666,2.471,2.2762555555555557,1.9720444444444445,3.2117555555555555,1.2178773884910348,16.7,0.0,-0.1,1.8625
2006-12-24 12:00:00,1.5,0.2190666666666666,236.93233333333333,6.446666666666667,0.0,6.316666666666666,2.083333333333333,16.6,1.6,90,5.1,12,6,12,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,2.0929333333333333,2.6753333333333336,2.7256666666666667,2.9288000000000003,1.2284666666666666,1.9158666666666664,2.497977777777778,2.0488833333333334,3.1673361111111116,1.2391408067403573,16.4,0.0,1.4,1.9208333333333332
2006-12-24 13:00:00,3.2399333333333336,0.1589999999999999,237.2963333333333,13.786666666666669,0.0,30.516666666666666,5.716666666666667,17.765555555555558,1.9,89,6.4,13,6,12,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,1.5,2.0929333333333333,2.6753333333333336,3.4063,0.6719,1.6607666666666667,2.0894222222222223,1.9830166666666666,3.1078027777777777,1.2845885418028125,16.1,0.0,2.9,1.9291666666666665
2006-12-24 14:00:00,1.3715333333333333,0.1094,243.928,5.6433333333333335,0.0,1.5333333333333334,10.05,11.275555555555554,2.1,88,6.0,14,6,12,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,3.2399333333333336,1.5,2.0929333333333333,3.757966666666667,0.8155666666666667,2.092633333333333,2.2776222222222224,2.276938888888889,3.1008708333333335,1.2833560325985156,15.9,0.0,3.7,1.8875
2006-12-24 15:00:00,3.096833333333333,0.2334,243.1828333333333,12.823333333333332,6.55,30.616666666666667,0.0,14.447222222222225,2.3,86,5.6,15,6,12,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,1.3715333333333333,3.2399333333333336,1.5,4.0491,1.451633333333333,2.9854,2.0371555555555556,2.2675666666666667,3.001436111111111,1.3220965097720236,15.7,0.0,3.9,1.820833333333333
2006-12-24 16:00:00,2.007133333333333,0.1261,243.88066666666663,8.313333333333334,6.866666666666666,0.8666666666666667,9.65,16.06888888888889,2.5,85,6.3,16,6,12,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,3.096833333333333,1.3715333333333333,3.2399333333333336,4.349100000000001,1.5712000000000002,3.3260333333333336,2.569433333333333,2.3294277777777777,2.9617583333333335,1.30344557344091,15.5,0.0,4.1,1.7541666666666664
2006-12-24 17:00:00,1.6865,0.0978333333333333,238.02033333333333,7.13,0.0,0.5166666666666667,0.0,27.591666666666665,2.6,84,6.8,17,6,12,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,2.007133333333333,3.096833333333333,1.3715333333333333,5.452533333333333,1.4968,3.406766666666667,2.1584999999999996,2.218061111111111,2.8641763888888883,1.2825649687183462,15.4,0.0,4.0,1.6875
2006-12-24 18:00:00,0.5052,0.1193999999999999,241.1563333333333,2.1100000000000003,0.0,0.6,0.0,7.819999999999999,2.4,86,6.5,18,6,12,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1.6865,2.007133333333333,3.096833333333333,3.8794,2.6869666666666663,3.6971,2.263488888888889,2.1503222222222225,2.7072583333333333,1.1782586276566538,15.6,0.0,3.7,1.6291666666666667
